id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual
110-02,05/02/2026 15:43:40,MyClass UMSU,Belum pernah memamakai nya,110,2,
110-03,05/02/2026 15:43:40,WiFi Kampus,Jaringan wifi nya suka hilang dan gak bisa di gunakan,110,3,
110-04,05/02/2026 15:43:40,Helpdesk/Technical Support,Tidak ada,110,4,
110-05,05/02/2026 15:43:40,Saran Peningkatan,Terutama di aplikasi umus mobile nya jangan suka eror,110,5,
111-01,05/02/2026 15:55:05,Portal Akademik (WEB),Pengalaman saya menggunakan portal akademik  sangat baik ya walaupun kadang ada sedikit kendala yaitu dibagian loding  mungkin karena banyak yg mengakses portal akademik sekian dan terima,111,1,
111-02,05/02/2026 15:55:05,MyClass UMSU,Pengalaman saya mengenai dalam menggunakan my class cukup baik juga materi yg tercantum cukup jelas. Contoh seperti melihat tugas yg diberikan dan lain lain,111,2,
111-03,05/02/2026 15:55:05,WiFi Kampus,Pengalaman saya dalam menggunakan wifi dikampus sangat baik,111,3,
111-04,05/02/2026 15:55:05,Helpdesk/Technical Support,Pengalaman saya untuk saat ini blm ada,111,4,
111-05,05/02/2026 15:55:05,Saran Peningkatan,-Lebih cepat,111,5,
112-01,05/02/2026 15:58:38,Portal Akademik (WEB),"menurut aku sih jadi mudah buat kumpulin tugas, jadi ga susah susah buat kumpulin ke dosen.",112,1,
112-02,05/02/2026 15:58:38,MyClass UMSU,"(+) ngumpulin tugas lebih fleksibel 
(-) kadang webnya suka eror",112,2,
112-03,05/02/2026 15:58:38,WiFi Kampus,"menurut pendapat aku ada kelebihan dan kekurangannya sih.
1. kelebihan : ngumpulin tugas lebih fleksibel
2. kekurangan : kadang webnya suka eror",112,3,
112-04,05/02/2026 15:58:38,Helpdesk/Technical Support,menurut aku sih helpdesk nya sangat membantu ketika webnya lagi bermasalah,112,4,
112-05,05/02/2026 15:58:38,Saran Peningkatan,semoga webnya ga sering eror lagi ya hehe,112,5,
113-01,05/02/2026 16:02:46,Portal Akademik (WEB),"Portal nya bagus,minus nya sering eror aja dan payah login",113,1,
113-02,05/02/2026 16:02:46,MyClass UMSU,My class umsu bagus tapi payah login nya dan sering eror,113,2,
113-03,05/02/2026 16:02:46,WiFi Kampus,payah konek dan koneksi nya lemah,113,3,
113-04,05/02/2026 16:02:46,Helpdesk/Technical Support,bagus,113,4,
113-05,05/02/2026 16:02:46,Saran Peningkatan,tidak ada,113,5,
114-01,05/02/2026 16:11:27,Portal Akademik (WEB),Aplikasi layanan portal nya cukup bagus namun sering mengalami server down,114,1,
114-02,05/02/2026 16:11:27,MyClass UMSU,Aplikasi My class sangat mudah di pahami dan lengkap dengan materi pembelajaran yang jelas,114,2,
114-03,05/02/2026 16:11:27,WiFi Kampus,Sangat bermanfaat untuk mahasiswa dan mudah di akses dalam pengerjaan tugas,114,3,
114-04,05/02/2026 16:11:27,Helpdesk/Technical Support,Cukup membantu dan responsif,114,4,
114-05,05/02/2026 16:11:27,Saran Peningkatan,Lebih di tingkatkan lagi pelayanan nya,114,5,
115-01,05/02/2026 16:22:36,Portal Akademik (WEB),"Kendala diportal kmrin mau buka nilai lumayan lama nunggunyaa, dikarenakan sistem eror
Dan pada saat ingin memberikan penilaian terhadap dosen, juga kendalanya sama seperti itu",115,1,
115-02,05/02/2026 16:22:36,MyClass UMSU,"Untuk saat ini saya menggunakan my class, kendalannya hanya di absen
Dari awal membuka myclass menuju absen pada mata kuliah yg ingin saya isi itu lumayan rumit dan saya gatau kenapa myclass saya seperti itu berbeda dgn tmn tmn saya yg lain. Mereka sudah ada di halaman awal tp kalau saya harus mencari lagi, mungkin itu kendala saya di myclass
Dan paling eror kdng kdng aja, tidak terlalu sering",115,2,
115-03,05/02/2026 16:22:36,WiFi Kampus,di gedung fai saya tidak pernah menemukan wifi,115,3,
115-04,05/02/2026 16:22:36,Helpdesk/Technical Support,Belum pernah menggunakannya,115,4,
115-05,05/02/2026 16:22:36,Saran Peningkatan,Wifi digedung fai bisa juga🙏🏻,115,5,
116-01,05/02/2026 16:26:06,Portal Akademik (WEB),"Website portal kadang error, gamau muncul ke situs pilihan jadi harus di klik berulang and i think that's a big problem",116,1,
116-02,05/02/2026 16:26:06,MyClass UMSU,"No offense, my class app the best",116,2,
116-03,05/02/2026 16:26:06,WiFi Kampus,Kadang ngelag atau titik akses penuh jadi wajar lah ya overall good 8/10,116,3,
116-04,05/02/2026 16:26:06,Helpdesk/Technical Support,Belum pernah pake tapi kedepannya mungkin kepake,116,4,
116-05,05/02/2026 16:26:06,Saran Peningkatan,Fix website portal aja si kebanyakan error kadang mengganggu juga,116,5,
117-01,05/02/2026 16:58:26,Portal Akademik (WEB),Websitenya sudah bagus dan mudah di akses seperti login myclass. Tetapi terkadang suka lelet saat membuka website portal,117,1,
117-02,05/02/2026 16:58:26,MyClass UMSU,Myclass umsu sangat membantu saya untuk belajar karna bapak/ibu dosen sudah menyediakan materi di myclass.,117,2,
117-03,05/02/2026 16:58:26,WiFi Kampus,Karna saya di FKIP kadang Wifi-nya bisa di akses kadang tidak. Di lantai dua saya dapat mengakses wifi tetapi di lantai 3 tidak bisa,117,3,
117-04,05/02/2026 16:58:26,Helpdesk/Technical Support,Saya belum pernah menggunakan layanan ini. Tapi saya berharap layanan ini tetap dapat terus ada untuk membantu mahasiswa,117,4,
117-05,05/02/2026 16:58:26,Saran Peningkatan,Sudah bagus walaupun sering lelet. Semoga kedepannya dapat ditingkatkan lagi,117,5,
118-01,05/02/2026 17:37:48,Portal Akademik (WEB),tidak ada soalnya penggunaan nya gampang tapi kadang lelet tidak tau apakah itu lelet dari jaringan saya atau dari web nya sendiri,118,1,
118-02,05/02/2026 17:37:48,MyClass UMSU,mudah di gunakan,118,2,
118-03,05/02/2026 17:37:48,WiFi Kampus,"agak lelet kayaknya karena terlalu ramai yang memakai
tapi kalau pagi lancar siang nya doang agak lelet",118,3,
118-04,05/02/2026 17:37:48,Helpdesk/Technical Support,"paten, bergerak cepat",118,4,
118-05,05/02/2026 17:37:48,Saran Peningkatan,tidak ada karena sudah paten,118,5,
119-01,05/02/2026 19:23:18,Portal Akademik (WEB),"Secara umum sebenarnya portal menggambar kebutuhan mahasiswa, tapi kendala loginnya sering forceclose jadi ngeselinkan",119,1,
119-02,05/02/2026 19:23:18,MyClass UMSU,"Yang buruk itu dosennya ga tau cara pake my class, kedua my class ini double absen bingung jadinya mau pake mana kan seharusnya adalah kebijakan dosen harus pake absen a atau b. Ketiga my class ini harus diliat sering sering baru tau tugas yang dikasih dosen harapan gw sih my class bisa tersambung ke Gmail ya biar kalo ada masuk langsung ke email",119,2,
119-03,05/02/2026 19:23:18,WiFi Kampus,"Wifi ada, but the problem kapasitas dari Wifi-nya kan. Thats annoying 😭",119,3,
119-04,05/02/2026 19:23:18,Helpdesk/Technical Support,Responnya cepet sih,119,4,
119-05,05/02/2026 19:23:18,Saran Peningkatan,Harusnya admin fakultas ya gini juga responsifnya.,119,5,
120-01,05/02/2026 20:04:23,Portal Akademik (WEB),terkadang ketika lagi ramai mahasiswa yg menggunakan portal menjadi lelet dan sering eror,120,1,
120-02,05/02/2026 20:04:23,MyClass UMSU,sejauh ini saya tidak pernah mengalami masalah di my class umsu,120,2,
120-03,05/02/2026 20:04:23,WiFi Kampus,di fisip sering sekali lelet dan ketika sudah terhudup sering kali terputus,120,3,
120-04,05/02/2026 20:04:23,Helpdesk/Technical Support,saya belum pernah menggunakannya,120,4,
120-05,05/02/2026 20:04:23,Saran Peningkatan,lebih baik saja kedepannya,120,5,
121-01,05/02/2026 20:28:20,Portal Akademik (WEB),"Pengalaman saya lumayan buruk, di bagian pembayaran uang kuliah yang di mana itu gak bisa langsung dari apk nya harus dari link google dulu dan di ubah dari situ, seandainya bisa langsung dari aplikasinya pasti lebih simpel dan mudah untuk setiap mahasiswa umsu",121,1,
121-02,05/02/2026 20:28:20,MyClass UMSU,"Pengalaman saya baik, karena sejauh ini untuk pengumpulan tugas atau absensi itu mudah",121,2,
121-03,05/02/2026 20:28:20,WiFi Kampus,"Sejauh ini baik, karena jika paket data saya habis bisa menggunakan wifi umsu dan bisa untuk kirim pesan mau itu di wa/ig",121,3,
121-04,05/02/2026 20:28:20,Helpdesk/Technical Support,"Untuk sekarang belom ada menggunakan itu, tapi kawan saya ada dan sangat sigap untuk membantu",121,4,
121-05,05/02/2026 20:28:20,Saran Peningkatan,"Untuk lebih ketat terhadap mahasiswa yang merokok, mau itu di depan kantin/di lorong² koridor dan di kamar mandi. Karena itu sangat menganggu untuk saya yg tidak merokok",121,5,
122-01,06/02/2026 7:12:11,Portal Akademik (WEB),"Server sering down ,yh saya menggunakan e learning sering keluar masuk sendiri contohnya saat nengok tugas di learning linknya sering g bisa dipencet semoga makin gapang digunakan",122,1,
122-02,06/02/2026 7:12:11,MyClass UMSU,"Kalau my class sih bisa saya gunakan dengan baik karna gampang dimengerti TPI ada satu yg kurang kadang mau absen sering g bisa sampai lama kli
Contohnya saat saya mau absen di my class pelajaran fisika sering g bisa absen",122,2,
122-03,06/02/2026 7:12:11,WiFi Kampus,Kalau wifi nya emg gampang dipakai jaringan pun lancar aj TPI pernah wifi g bisa di konek contohnya saat mau saya mau pakai wifi nya sering kali g bisa konek ke hp saya,122,3,
122-04,06/02/2026 7:12:11,Helpdesk/Technical Support,Yh saya g bisa bnyk ya karna saya jarang menggunakan itu dan saya fokus cuman di my classd,122,4,
122-05,06/02/2026 7:12:11,Saran Peningkatan,"Semoga makin berkembang lah
Contohnya semoga makin bisa digunakan lah",122,5,
123-01,06/02/2026 23:12:28,Portal Akademik (WEB),tampilan bagus membuat informasi mudah dipahami. tetapi website sering logout sendiri ataupun error saat terlalu lama di akses,123,1,
123-02,06/02/2026 23:12:28,MyClass UMSU,"tampilannya bikin bingung, proses loading sistem juga lama",123,2,
123-03,06/02/2026 23:12:28,WiFi Kampus,"kualitas wifi di setiap lantai berbeda, selain itu performanya lebih sering buruk",123,3,
123-04,06/02/2026 23:12:28,Helpdesk/Technical Support,"responnya lama, sekalinya ngerespon ga menjawab pertanyaan",123,4,
123-05,06/02/2026 23:12:28,Saran Peningkatan,"untuk pelayanan baiknya lebih sigap lagi karna tingkat urgensi orang beda', lebih informatif lagi",123,5,
124-01,08/02/2026 0:41:57,Portal Akademik (WEB),"salah satunya perlu beberapa kali login ke portal, terkadang keluar sendiri",124,1,
124-02,08/02/2026 0:41:57,MyClass UMSU,ya begitulah,124,2,
124-03,08/02/2026 0:41:57,WiFi Kampus,cukup bermanfaat saat dibutuhkan,124,3,
124-04,08/02/2026 0:41:57,Helpdesk/Technical Support,tidak ada pengalaman,124,4,
124-05,08/02/2026 0:41:57,Saran Peningkatan,lebih baik lagi,124,5,
